path,area,kind,tracked_or_generated,referenced_by,last_signal,risk,recommended_action,confidence,verification_needed,notes
eatfitai-mobile/src/services/foodService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/googleAuthService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/healthService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/ipScanner.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/mealService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/notificationService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/profileService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/secureStore.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/shareService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/summaryService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/tokenService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/voiceService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/waterService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/store/useAuthStore.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/store/useDiaryStore.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/store/useGamificationStore.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/store/useIngredientBasketStore.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/store/useProfileStore.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/store/useStatsStore.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/store/useUserPreferenceStore.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/store/useVoiceStore.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/testing/testIds.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/theme/ThemeProvider.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/theme/accessibility.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/theme/animations.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/theme/index.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/theme/themes.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/ai.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/aiEnhanced.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/api.d.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/api.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/auth.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/axios.d.ts,mobile,source,tracked,Ambient TypeScript declaration loaded by the TypeScript compiler without explicit imports.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/datetimepicker.d.ts,mobile,source,tracked,Ambient TypeScript declaration loaded by the TypeScript compiler without explicit imports.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/env.d.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/expo-image-manipulator.d.ts,mobile,source,tracked,Ambient TypeScript declaration loaded by the TypeScript compiler without explicit imports.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/food.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/images.d.ts,mobile,source,tracked,Ambient TypeScript declaration loaded by the TypeScript compiler without explicit imports.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/index.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/meals.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/types/navigation.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/utils/dateDisplay.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/utils/errorHandler.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/utils/foodPreferenceFilter.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/utils/imageHelpers.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/utils/translate.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/tsconfig.json,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
global.json,root,config,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
master_classes.json,root,config,tracked,Only surfaced by docs/yolo11-upgrade-research.md or adjacent legacy training files; not part of runtime manifests.,mtime:2026-04-16,medium,ARCHIVE_OR_MOVE,medium,Confirm no active owner or scheduled run still depends on this path.,Legacy root-level training lane disconnected from current ai-provider runtime.
render.yaml,root,config,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
scripts/cloud/check_mojibake.py,scripts,script,tracked,"Referenced by scripts/cloud/test_check_mojibake.py, but currently flags vi.test.ts as a false positive.",mtime:2026-04-16,medium,FIX_OR_REPLACE,high,"Repair the documented path or tool behavior, then rerun the linked workflow.",Current detector reports vi.test.ts because the test intentionally contains U+FFFD in an assertion.
scripts/cloud/supabase_cloud_ops.py,scripts,script,tracked,Tracked workspace automation or validation script.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
scripts/cloud/test_check_mojibake.py,scripts,script,tracked,Tracked workspace automation or validation script.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
seed-scan-demo.ps1,root,script,tracked,Listed in README.md launch lanes and still part of current local workflows.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,Explicit do-not-touch-yet exception.
start-mobile-cloud-smoke.ps1,root,script,tracked,Listed in README.md launch lanes and still part of current local workflows.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
start-mobile-local.ps1,root,script,tracked,Listed in README.md launch lanes and still part of current local workflows.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,Explicit do-not-touch-yet exception.
start-mobile.ps1,root,script,tracked,Listed in README.md launch lanes and still part of current local workflows.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,Explicit do-not-touch-yet exception.
start-stack.ps1,root,script,tracked,Listed in README.md launch lanes and still part of current local workflows.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,Explicit do-not-touch-yet exception.
sync-ai-provider-model.ps1,root,script,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-16,medium,FIX_OR_REPLACE,high,"Repair the documented path or tool behavior, then rerun the linked workflow.",absolute_windows_path_hits=2
task.md,root,doc,tracked,Loose planning/report-format note in repo root; not referenced by active manifests or runbooks.,mtime:2026-04-16,medium,ARCHIVE_OR_MOVE,medium,Confirm no active owner or scheduled run still depends on this path.,No extra cleanup note.
test_db.py,root,script,tracked,No git-tracked references outside self; file embeds hardcoded database credentials.,mtime:2026-04-17,high,SECURITY_QUARANTINE,high,"Rotate credentials, remove the tracked file, and assess git history cleanup.",Contains a tracked DB password and host tuple.
test_db2.py,root,script,tracked,No git-tracked references outside self; file embeds hardcoded database credentials.,mtime:2026-04-17,high,SECURITY_QUARANTINE,high,"Rotate credentials, remove the tracked file, and assess git history cleanup.",Contains a tracked DB password and host tuple.
test_db3.py,root,script,tracked,No git-tracked references outside self; file embeds hardcoded database credentials.,mtime:2026-04-17,high,SECURITY_QUARANTINE,high,"Rotate credentials, remove the tracked file, and assess git history cleanup.",Contains a tracked DB password and host tuple.
tools/appium/README.md,tools,doc,tracked,Referenced by tools/appium/package.json or the mobile smoke/release workflows.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/cloud-proof.android.js,tools,source,tracked,Referenced by tools/appium/package.json or the mobile smoke/release workflows.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/edge.android.js,tools,source,tracked,Referenced by tools/appium/package.json or the mobile smoke/release workflows.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/README.md,tools,doc,tracked,Referenced by tools/appium/package.json or the mobile smoke/release workflows.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/provision-scan-demo.ps1,tools,script,tracked,Referenced by tools/appium/package.json or the mobile smoke/release workflows.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/.gitkeep,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-benchmark-apple-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-benchmark-beef-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-benchmark-broccoli-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-benchmark-chicken-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-benchmark-orange-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-primary-apple-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-primary-banana-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-primary-banana-02.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-primary-broccoli-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-primary-egg-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-primary-orange-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-primary-rice-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/fixtures/scan-demo/ai-primary-spinach-01.jpg,tools,fixture,tracked,"Referenced by production-smoke-preflight.js, manifest templates, and tools/appium/README.md.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/lib/common.js,tools,source,tracked,Referenced by tools/appium/package.json or the mobile smoke/release workflows.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/lib/loadTestIds.js,tools,source,tracked,Referenced by tools/appium/package.json or the mobile smoke/release workflows.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/manual-logging-date.android.js,tools,source,tracked,Referenced by tools/appium/package.json or the mobile smoke/release workflows.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/package-lock.json,tools,config,tracked,Referenced by tools/appium/package.json or the mobile smoke/release workflows.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/package.json,tools,config,tracked,Referenced by tools/appium/package.json or the mobile smoke/release workflows.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/sanity.android.js,tools,source,tracked,Referenced by tools/appium/package.json or the mobile smoke/release workflows.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/appium/smoke.android.js,tools,source,tracked,No package.json script or doc entry points to this file; smoke:android already aliases sanity.android.js.,mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Likely duplicate of sanity.android.js naming lane.
tools/automation/resolveEnv.js,tools,source,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/codex/install-codex-skills.ps1,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/codex/skills-manifest.txt,tools,data,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/dev/Install-AndroidSdkComponents.ps1,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/dev/Install-Appium.ps1,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/dev/Invoke-DevPreflight.ps1,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/dev/Relocate-WindowsDevStorage.ps1,tools,script,tracked,Developer utility with hardcoded local Windows paths that should be parameterized.,mtime:2026-04-16,medium,FIX_OR_REPLACE,high,"Repair the documented path or tool behavior, then rerun the linked workflow.",absolute_windows_path_hits=6
tools/dev/Restore-EatFitAI-PortableSnapshot.ps1,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/dev/Setup-WindowsPortableDevEnvironment.ps1,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/dev/Start-EatFitAI-EmulatorLane.ps1,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/dev/Start-EatFitAI-PhysicalDeviceLane.ps1,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/dev/Start-EatFitAI-UsbDeviceLane.ps1,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/dev/Test-EatFitAIDatabase.ps1,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/security-ops/.env.example,tools,config,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/security-ops/Invoke-GeminiKeyReencryption.ps1,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/security-ops/README.md,tools,doc,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/security-ops/security_ops.py,tools,script,tracked,Tracked dev/security/Appium tooling in the active workspace toolchain.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
tools/security-ops/targets.json,tools,config,tracked,"Used by the security-ops workflow, but currently stores E:/ local path defaults.",mtime:2026-04-16,medium,FIX_OR_REPLACE,high,"Repair the documented path or tool behavior, then rerun the linked workflow.",absolute_windows_path_hits=6
