candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,targeted_collection_lanes,decision_reason
miso_soup,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,miso_soup,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
mussels,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,mussels,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
omelette,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,omelette,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
onion_rings,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,onion_rings,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
oysters,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,oysters,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
pad_thai,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,pad_thai,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
paella,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,paella,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
peking_duck,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,peking_duck,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
poutine,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,poutine,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
prime_rib,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,prime_rib,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
pulled_pork_sandwich,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,pulled_pork_sandwich,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
ramen,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,ramen,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
ravioli,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,ravioli,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
red_velvet_cake,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,red_velvet_cake,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
risotto,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,risotto,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
samosa,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,samosa,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
sashimi,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,sashimi,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
scallops,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,scallops,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
seaweed_salad,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,seaweed_salad,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
shrimp_and_grits,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,shrimp_and_grits,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
spaghetti_bolognese,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,spaghetti_bolognese,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
spaghetti_carbonara,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,spaghetti_carbonara,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
strawberry_shortcake,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,strawberry_shortcake,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
tacos,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,tacos,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
takoyaki,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,takoyaki,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
tuna_tartare,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,tuna_tartare,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
banh_hoi,hold_private_or_license,False,,1517,1517,0,0,1,0,meowluvmatcha/vnfood-30-100,,banh-hoi,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,,no_default_training_source
banh_mi_chao,hold_private_or_license,False,,723,723,0,0,1,0,meowluvmatcha/vnfood-30-100,,banh-mi-chao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,,no_default_training_source
crispychicken,hold_private_or_license,False,,597,1080,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,crispychicken,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
sandwich,hold_private_or_license,False,,564,736,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,sandwich,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
tv,hold_private_or_license,False,,508,730,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,tv,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
mac_and_cheese,hold_private_or_license,False,,505,528,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,Mac and Cheese,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
car,hold_private_or_license,False,,504,707,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,car,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
french_fry,hold_private_or_license,False,,500,507,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,French_Fry,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
kabab,hold_private_or_license,False,,500,1391,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,Kabab,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
cat,hold_private_or_license,False,,494,1084,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,cat,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
dog,hold_private_or_license,False,,474,475,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,dog,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
gulai_tunjang,hold_private_or_license,False,,119,119,0,0,1,0,faldoae/padangfood,,gulai_tunjang,classification_pseudo_box_review,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
telur_dadar,hold_private_or_license,False,,116,116,0,0,1,0,faldoae/padangfood,,telur_dadar,classification_pseudo_box_review,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
ayam_pop,hold_private_or_license,False,,113,113,0,0,1,0,faldoae/padangfood,,ayam_pop,classification_pseudo_box_review,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
gulai_ikan,hold_private_or_license,False,,111,111,0,0,1,0,faldoae/padangfood,,gulai_ikan,classification_pseudo_box_review,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
telur_balado,hold_private_or_license,False,,111,111,0,0,1,0,faldoae/padangfood,,telur_balado,classification_pseudo_box_review,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
dendeng_batokok,hold_private_or_license,False,,109,109,0,0,1,0,faldoae/padangfood,,dendeng_batokok,classification_pseudo_box_review,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
ayam_goreng,hold_private_or_license,False,,107,107,0,0,1,0,faldoae/padangfood,,ayam_goreng,classification_pseudo_box_review,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
daging_rendang,hold_private_or_license,False,,104,104,0,0,1,0,faldoae/padangfood,,daging_rendang,classification_pseudo_box_review,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
gulai_tambusu,hold_private_or_license,False,,103,103,0,0,1,0,faldoae/padangfood,,gulai_tambusu,classification_pseudo_box_review,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
biryani,hold_private_or_license,False,,2,2,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,biryani,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
3,reject,False,,4947,4947,4832,4832,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,3,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
2,reject,False,,4890,4890,4760,4760,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,2,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
1,reject,False,,4977,4977,4357,4357,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,1,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
4,reject,False,,4201,4201,4080,4080,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,4,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
6,reject,False,,1296,1296,1050,1050,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,6,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
8,reject,False,,1150,1150,1050,1050,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,8,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
cheese,reject,False,,1326,1354,663,677,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cheese,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,base_reject_alias
7,reject,False,,663,663,510,510,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,7,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
5,reject,False,,633,633,483,483,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,5,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
hummus,reject,False,,2516,2544,258,272,4,1,awsaf49/food-recognition-2022-dataset|kmader/food41|sainikhileshreddy/food-recognition-2022|shanemarvinmay/food-image-dataset,awsaf49/food-recognition-2022-dataset,hummus,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
french_fries,reject,False,,2244,2244,244,244,3,1,fontainenathan/foodseg103|kmader/food41|shanemarvinmay/food-image-dataset,fontainenathan/foodseg103,french fries|french_fries,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,too_few_eligible_images
nem_chua,reject,False,,1984,1984,179,179,4,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Nem chua|nem-chua|nem_chua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
canh_cua,reject,False,,358,358,179,179,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,canh-cua|canh_cua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
tau_hu_nhoi_thit,reject,False,,356,356,178,178,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,tau-hu-nhoi-thit|tau_hu_nhoi_thit,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
tau_hu_non,reject,False,,356,356,178,178,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,tau-hu-non|tau_hu_non,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
banh_la,reject,False,,350,350,175,175,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-la|banh_la,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
thit_trau_gac_bep,reject,False,,350,350,175,175,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,thit-trau-gac-bep|thit_trau_gac_bep,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
ca_kho_to,reject,False,,2845,2845,172,172,5,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|lenguyentrung/vietnamese-food|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Ca kho to|ca-kho-to|ca_kho_to,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
khau_nhuc,reject,False,,342,342,171,171,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,khau-nhuc|khau_nhuc,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
cua_hap_bia,reject,False,,338,338,169,169,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,cua-hap-bia|cua_hap_bia,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
oc_huong_xao,reject,False,,338,338,169,169,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,oc-huong-xao|oc_huong_xao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
cha_ca_la_vong,reject,False,,336,336,168,168,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,cha-ca-la-vong|cha_ca_la_vong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
canh_khoai_tim,reject,False,,328,328,164,164,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,canh-khoai-tim|canh_khoai_tim,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
nui_xao,reject,False,,310,310,155,155,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,nui-xao|nui_xao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
nam_pia,reject,False,,306,306,153,153,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,nam-pia|nam_pia,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
guacamole,reject,False,,2298,2304,149,152,4,1,awsaf49/food-recognition-2022-dataset|kmader/food41|sainikhileshreddy/food-recognition-2022|shanemarvinmay/food-image-dataset,awsaf49/food-recognition-2022-dataset,guacamole,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
