candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,decision_reason
chicken_curry,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,chicken_curry,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
chicken_quesadilla,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,chicken_quesadilla,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
chicken_wings,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,chicken_wings,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
chocolate_cake,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,chocolate_cake,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
churros,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,churros,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
clam_chowder,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,clam_chowder,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
club_sandwich,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,club_sandwich,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
crab_cakes,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,crab_cakes,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
creme_brulee,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,creme_brulee,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
croque_madame,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,croque_madame,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
cup_cakes,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,cup_cakes,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
deviled_eggs,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,deviled_eggs,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
donuts,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,donuts,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
edamame,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,edamame,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
eggs_benedict,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,eggs_benedict,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
escargots,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,escargots,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
falafel,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,falafel,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
filet_mignon,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,filet_mignon,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
fish_and_chips,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,fish_and_chips,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
foie_gras,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,foie_gras,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
french_onion_soup,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,french_onion_soup,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
french_toast,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,french_toast,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
fried_calamari,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,fried_calamari,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
frozen_yogurt,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,frozen_yogurt,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
garlic_bread,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,garlic_bread,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
gnocchi,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,gnocchi,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
grilled_cheese_sandwich,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,grilled_cheese_sandwich,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
grilled_salmon,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,grilled_salmon,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
gyoza,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,gyoza,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
hot_and_sour_soup,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,hot_and_sour_soup,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
hot_dog,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,hot_dog,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
huevos_rancheros,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,huevos_rancheros,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
lasagna,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,lasagna,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
lobster_bisque,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,lobster_bisque,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
lobster_roll_sandwich,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,lobster_roll_sandwich,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
macaroni_and_cheese,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,macaroni_and_cheese,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
macarons,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,macarons,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
miso_soup,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,miso_soup,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
mussels,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,mussels,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
omelette,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,omelette,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
onion_rings,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,onion_rings,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
oysters,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,oysters,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
pad_thai,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,pad_thai,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
paella,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,paella,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
peking_duck,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,peking_duck,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
poutine,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,poutine,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
prime_rib,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,prime_rib,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
pulled_pork_sandwich,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,pulled_pork_sandwich,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
ramen,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,ramen,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
ravioli,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,ravioli,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
red_velvet_cake,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,red_velvet_cake,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
risotto,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,risotto,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
samosa,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,samosa,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
sashimi,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,sashimi,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
scallops,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,scallops,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
seaweed_salad,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,seaweed_salad,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
shrimp_and_grits,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,shrimp_and_grits,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
spaghetti_bolognese,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,spaghetti_bolognese,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
spaghetti_carbonara,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,spaghetti_carbonara,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
strawberry_shortcake,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,strawberry_shortcake,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
tacos,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,tacos,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
takoyaki,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,takoyaki,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
tuna_tartare,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,tuna_tartare,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
150,hold_private_or_license,False,,987,987,0,0,1,0,chinesefoodnet,,150,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
034,hold_private_or_license,False,,967,967,0,0,1,0,chinesefoodnet,,034,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
031,hold_private_or_license,False,,965,965,0,0,1,0,chinesefoodnet,,031,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
167,hold_private_or_license,False,,961,961,0,0,1,0,chinesefoodnet,,167,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
075,hold_private_or_license,False,,958,958,0,0,1,0,chinesefoodnet,,075,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
126,hold_private_or_license,False,,952,952,0,0,1,0,chinesefoodnet,,126,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
002,hold_private_or_license,False,,946,946,0,0,1,0,chinesefoodnet,,002,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
019,hold_private_or_license,False,,938,938,0,0,1,0,chinesefoodnet,,019,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
036,hold_private_or_license,False,,938,938,0,0,1,0,chinesefoodnet,,036,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
117,hold_private_or_license,False,,929,929,0,0,1,0,chinesefoodnet,,117,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
056,hold_private_or_license,False,,903,903,0,0,1,0,chinesefoodnet,,056,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
141,hold_private_or_license,False,,896,896,0,0,1,0,chinesefoodnet,,141,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
099,hold_private_or_license,False,,885,885,0,0,1,0,chinesefoodnet,,099,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
001,hold_private_or_license,False,,871,871,0,0,1,0,chinesefoodnet,,001,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
012,hold_private_or_license,False,,868,868,0,0,1,0,chinesefoodnet,,012,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
063,hold_private_or_license,False,,823,823,0,0,1,0,chinesefoodnet,,063,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
101,hold_private_or_license,False,,822,822,0,0,1,0,chinesefoodnet,,101,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
082,hold_private_or_license,False,,813,813,0,0,1,0,chinesefoodnet,,082,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
105,hold_private_or_license,False,,810,810,0,0,1,0,chinesefoodnet,,105,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
119,hold_private_or_license,False,,805,805,0,0,1,0,chinesefoodnet,,119,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
183,hold_private_or_license,False,,795,795,0,0,1,0,chinesefoodnet,,183,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
080,hold_private_or_license,False,,793,793,0,0,1,0,chinesefoodnet,,080,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
098,hold_private_or_license,False,,764,764,0,0,1,0,chinesefoodnet,,098,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
190,hold_private_or_license,False,,738,738,0,0,1,0,chinesefoodnet,,190,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
067,hold_private_or_license,False,,730,730,0,0,1,0,chinesefoodnet,,067,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
banh_mi_chao,hold_private_or_license,False,,723,723,0,0,1,0,vnfood_30_100,,banh-mi-chao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,no_default_training_source
163,hold_private_or_license,False,,717,717,0,0,1,0,chinesefoodnet,,163,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
104,hold_private_or_license,False,,677,677,0,0,1,0,chinesefoodnet,,104,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
122,hold_private_or_license,False,,657,657,0,0,1,0,chinesefoodnet,,122,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
120,hold_private_or_license,False,,645,645,0,0,1,0,chinesefoodnet,,120,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
187,hold_private_or_license,False,,645,645,0,0,1,0,chinesefoodnet,,187,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
