candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,targeted_collection_lanes,decision_reason
banh_gai,hold_targeted_collection,False,,386,386,193,193,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-gai|banh_gai,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
trung_vit_lon,hold_targeted_collection,False,,386,386,193,193,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,trung-vit-lon|trung_vit_lon,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
bun_thit_nuong,hold_targeted_collection,False,,2761,3257,192,192,6,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Bun thit nuong|bun-thit-nuong|bun_thit_nuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_gio,hold_targeted_collection,False,,2303,2303,190,190,4,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Banh gio|banh-gio|banh_gio,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_tom_ho_tay,hold_targeted_collection,False,,378,378,189,189,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-tom-ho-tay|banh_tom_ho_tay,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
com_lam,hold_targeted_collection,False,,378,378,189,189,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,com-lam|com_lam,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
thit_dong,hold_targeted_collection,False,,374,374,187,187,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,thit-dong|thit_dong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
luon_om_chuoi_dau,hold_targeted_collection,False,,366,366,183,183,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,luon-om-chuoi-dau|luon_om_chuoi_dau,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_da_cua,hold_targeted_collection,False,,364,364,182,182,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-da-cua|banh_da_cua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
canh_bi_do,hold_targeted_collection,False,,362,362,181,181,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,canh-bi-do|canh_bi_do,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
omelette,hold_private_or_license,False,,3516,3516,0,0,3,0,kmader/food41|shanemarvinmay/food-image-dataset|zachaluza/cnfood-241,,Omelette|omelette,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0|source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
miso_soup,hold_private_or_license,False,,3388,3388,0,0,4,0,kmader/food41|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset|zachaluza/cnfood-241,,Miso soup|miso soup|miso_soup,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0|source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,no_default_training_source
kung_pao_chicken,hold_private_or_license,False,,3022,3022,0,0,3,0,jiezh2/common-chinese-food|rkuo2000/uecfood256|zachaluza/cnfood-241,,Kung Pao Chicken|Kung_Pao_Chicken|kung pao chicken,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0|source_decision:HOLD_LICENSE|source_decision:HOLD_LOW_RES_AUGMENTED_REVIEW,,no_default_training_source
seaweed_salad,hold_private_or_license,False,,2861,2861,0,0,3,0,kmader/food41|shanemarvinmay/food-image-dataset|zachaluza/cnfood-241,,Seaweed salad|seaweed_salad,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0|source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
nachos,hold_private_or_license,False,,2604,2604,0,0,4,0,kmader/food41|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset|youssefahmed003/junk-food-object-detection-dataset-yolo-format,,Nachos|nachos,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE|source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
waffles,hold_private_or_license,False,,2582,2700,0,0,3,0,kmader/food41|shanemarvinmay/food-image-dataset|youssefahmed003/junk-food-object-detection-dataset-yolo-format,,waffles,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
oysters,hold_private_or_license,False,,2366,2366,0,0,3,0,kmader/food41|shanemarvinmay/food-image-dataset|zachaluza/cnfood-241,,Oysters|oysters,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0|source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
hot_and_sour_soup,hold_private_or_license,False,,2338,2338,0,0,3,0,kmader/food41|shanemarvinmay/food-image-dataset|zachaluza/cnfood-241,,Hot and Sour Soup|hot_and_sour_soup,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0|source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
takoyaki,hold_private_or_license,False,,2134,2134,0,0,3,0,kmader/food41|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset,,takoyaki,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,no_default_training_source
sashimi,hold_private_or_license,False,,2125,2125,0,0,3,0,kmader/food41|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset,,sashimi,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,no_default_training_source
grilled_salmon,hold_private_or_license,False,,2116,2116,0,0,3,0,kmader/food41|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset,,grilled salmon|grilled_salmon,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,no_default_training_source
bibimbap,hold_private_or_license,False,,2112,2112,0,0,3,0,kmader/food41|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset,,bibimbap,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,no_default_training_source
lasagna,hold_private_or_license,False,,2111,2111,0,0,3,0,kmader/food41|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset,,lasagna,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,no_default_training_source
paella,hold_private_or_license,False,,2105,2105,0,0,3,0,kmader/food41|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset,,paella,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,no_default_training_source
caesar_salad,hold_private_or_license,False,,2104,2104,0,0,3,0,kmader/food41|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset,,Caesar salad|caesar_salad,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,no_default_training_source
french_toast,hold_private_or_license,False,,2102,2102,0,0,3,0,kmader/food41|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset,,french toast|french_toast,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,no_default_training_source
baby_back_ribs,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,baby_back_ribs,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
baklava,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,baklava,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
beef_carpaccio,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,beef_carpaccio,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
beef_tartare,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,beef_tartare,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
beet_salad,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,beet_salad,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
beignets,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,beignets,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
bread_pudding,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,bread_pudding,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
breakfast_burrito,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,breakfast_burrito,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
bruschetta,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,bruschetta,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
cannoli,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,cannoli,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
caprese_salad,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,caprese_salad,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
ceviche,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,ceviche,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
cheese_plate,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,cheese_plate,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
chicken_curry,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,chicken_curry,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
chicken_quesadilla,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,chicken_quesadilla,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
chicken_wings,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,chicken_wings,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
chocolate_cake,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,chocolate_cake,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
clam_chowder,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,clam_chowder,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
club_sandwich,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,club_sandwich,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
crab_cakes,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,crab_cakes,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
creme_brulee,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,creme_brulee,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
croque_madame,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,croque_madame,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
cup_cakes,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,cup_cakes,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
deviled_eggs,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,deviled_eggs,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
donuts,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,donuts,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
edamame,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,edamame,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
eggs_benedict,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,eggs_benedict,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
escargots,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,escargots,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
filet_mignon,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,filet_mignon,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
foie_gras,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,foie_gras,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
french_onion_soup,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,french_onion_soup,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
fried_calamari,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,fried_calamari,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
frozen_yogurt,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,frozen_yogurt,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
garlic_bread,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,garlic_bread,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
gnocchi,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,gnocchi,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
grilled_cheese_sandwich,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,grilled_cheese_sandwich,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
